Año,Mes,Población total,Población de 15 años y más,Población económicamente activa (PEA),PEA Ocupada,PEA Desocupada,Población no económicamente activa (PNEA),PNEA Disponible,PNEA No disponible,3. Población ocupada por,3.1 Posición en la ocupación,Trabajadores subordinados y remunerados,Empleadores,Trabajadores por cuenta propia,Trabajadores no remunerados,No especificado,3.2 Sector de actividad económica,Primario,"Agricultura, ganadería, silvicultura, caza y pesca",Secundario ,"Industria extractiva, de la electricidad y manufacturera",Construcción,Terciario,Comercio,"Restaurantes y servicios de alojamiento, transportes, comunicaciones, correo y almacenamiento","Servicios profesionales, financieros y corporativos","Servicios sociales, gobierno y organismos internacionales",Servicios diversos,No especificado,3.3 Nivel de ingresos,Hasta un salario mínimo,Más de 1 hasta 2 salarios mínimos,Más de 2 hasta 3 salarios mínimos,Más de 3 hasta 5 salarios mínimos,Más de 5 salarios mínimos,No recibe ingresos,No especificado,3.6 Ámbito y tamaño de la unidad económica,Ámbito agropecuario,Ámbito no agropecuario,Micronegocios,Pequeños establecimientos,Medianos establecimientos,Grandes establecimientos,Gobierno y otros,No especificado,3.7 Distribución por tipo de unidad económica,Empresas y negocios,Instituciones,Sector de los hogares,Situaciones de carácter especial y no especificadas,3.8 Condición de informalidad,Ocupación formal,Ocupación informal,Sector informal,Fuera de sector informal,Tasa de desocupación de la población económicamente activa,COVID.19
2019,Dic,126468339,96016767,57770046,56091351,1678695,38246721,5991629,32255092,56091351,56091351,38311123,2742505,12463812,2573911,0,56091351,6768798,6768798,13690451,9349917,4340534,35322349,11270010,7458958,3987504,6877602,5728275,309753,56091351,10978288,17588572,10125807,4948079,2007061,3391385,7052159,56091351,6768798,47041702,22634590,8353742,5778495,4986464,5288411,2280851,56091351,29636935,6960799,19206467,287150,56091351,24633384,31457967,15290194,16167773,2.91,0
2020,Ene,126566858,95406712,57005481,54844566,2160915,38401231,5634458,32766773,54844566,54844566,37509206,2529033,12446133,2360194,0,54844566,6365928,6365928,13539283,9361442,4177841,34608070,10762321,7237604,3875184,6851004,5881957,331285,54844566,12320312,19546323,8541483,3462537,1291602,3187234,6495075,54844566,6365928,46446030,21966958,8617946,5483533,5285682,5091911,2032608,54844566,28576272,6916997,19023161,328136,54844566,24000316,30844250,15206708,15637542,3.79,0
2020,Feb,126661947,96147280,57812506,55747907,2064599,38334774,5674205,32660569,55747907,55747907,38008312,2807409,12756312,2175874,0,55747907,7074360,7074360,13965901,9598229,4367672,34394564,10626326,7254430,3883334,6886885,5743589,313082,55747907,13020725,19783334,8388344,3769106,1547349,2859176,6379873,55747907,7074360,46512508,22454363,8377432,5289463,5140975,5250275,2161039,55747907,29391326,6935344,19115538,305699,55747907,24397281,31350626,15346503,16004123,3.57,0
2020,Mar,126756307,96113330,57442288,55755648,1686640,38671042,5897317,32773725,55755648,55755648,38766747,2839748,12035777,2113376,0,55755648,6328001,6328001,13827145,9502707,4324438,35257011,10970838,7303184,4076706,7230242,5676041,343491,55755648,12261220,20201686,8916740,3979070,1737997,2678077,5980858,55755648,6328001,47262992,22772069,8491529,5489261,5111781,5398352,2164655,55755648,29755698,7225040,18453289,321621,55755648,24708812,31046836,15028180,16018656,2.94,0
2020,Apr,126852639,95628637,45417952,43294807,2123145,50210685,19969503,30241182,43294807,43294807,32433529,2281263,7739203,840812,0,43294807,5421646,5421646,10127306,7484703,2642603,27591360,7210862,5058994,3738281,6559291,5023932,154495,43294807,11164082,15125268,6320770,3338178,1181033,1262712,4902764,43294807,5421646,35712090,14728312,6210805,5041030,3804777,5927166,2161071,43294807,24345605,6703799,12097182,148221,N/A,N/A,N/A,N/A,N/A,4.67,1
2020,May,126948647,95866594,45485898,43578792,1907106,50380696,19365307,31015389,43578792,43578792,31507751,1960357,8285341,1825343,0,43578792,5456407,5456407,10246835,7358179,2888656,27662260,7580761,5647277,3102019,6680318,4651885,213290,43578792,11181813,14317521,5530918,3265560,1136434,2238754,5907792,43578792,5456407,36171395,16470945,5618414,4705279,3472987,5903770,1950990,43578792,23318457,6493403,13581227,185705,N/A,N/A,N/A,N/A,N/A,4.19,1
2020,Jun,127044415,96282311,51136700,48328185,2808515,45145611,13228956,31916655,48328185,48328185,34243211,2166562,9849519,2068893,0,48328185,6375759,6375759,11291714,7748046,3543668,30481941,9000960,5421508,3650066,6868948,5540459,178771,48328185,11504087,17809805,6422508,3074880,1093615,2452855,5970435,48328185,6375759,39856238,17636094,6874073,5503735,4098217,5744119,2096188,48328185,25600220,6904300,15645263,178402,N/A,N/A,N/A,N/A,N/A,5.49,1
2020,Jul,127140344,95782580,52615299,49780810,2834489,43167281,11261661,31905620,49780810,49780810,33857908,2481025,11111609,2330268,0,49780810,6005665,6005665,12141195,8543617,3597578,31414011,10720751,6101687,3660811,6305289,4625473,219939,49780810,11413531,16764819,7000498,3749013,1193356,3245399,6414194,49780810,6005665,41132202,20104894,7487851,4715943,4327549,4495965,2642943,49780810,26293445,6252717,17022789,211859,49780810,22439164,27341646,13766887,13574759,5.39,1
2020,Aug,127237664,96670351,53223446,50434270,2789176,43446905,10712607,32734298,50434270,50434270,34408930,2332087,11362970,2330283,0,50434270,7238786,7238786,13013572,8725004,4288568,29884370,9349376,5828188,3356729,6578621,4771456,297542,50434270,12233421,16455468,7691029,3219681,1273281,3422189,6139201,50434270,7238786,41027915,19638967,7187588,5052418,4449810,4699132,2167569,50434270,25968935,6620567,17553736,291032,50434270,22625964,27808306,13638971,14169335,5.24,1
2020,Sep,127333200,96898682,53844033,51104154,2739879,43054649,10522701,32531948,51104154,51104154,34859723,2459782,11576187,2208462,0,51104154,6693914,6693914,13117914,9000600,4117314,30979153,9864137,5749017,3558891,6934145,4872963,313173,51104154,11977616,17236419,7540561,3198599,1294009,3055745,6801205,51104154,6693914,42304282,20265612,7607601,5073191,4533191,4824687,2105958,51104154,26297146,6922089,17595662,289257,51104154,23050756,28053398,13917247,14136151,5.09,1
2020,Oct,127428595,96847099,55579750,52968794,2610956,41267349,8933578,32333771,52968794,52968794,36120964,2202745,12393510,2251575,0,52968794,6744145,6744145,13402757,9304354,4098403,32567807,10438384,6111709,3843519,6842298,5331897,254085,52968794,12328638,18292208,8034394,3459004,1420173,3302898,6131479,52968794,6744145,44008682,21569525,7592076,5027598,4847351,4972132,2215967,52968794,26958656,6834827,18936253,239058,52968794,23317391,29651403,14946775,14704628,4.7,1
2020,Nov,127524003,97429801,55353910,52934307,2419603,42075891,9282491,32793400,52934307,52934307,36117108,2612226,12060053,2144920,0,52934307,6853492,6853492,13491874,9127890,4363984,32261039,10373673,6501316,3531434,6641551,5213065,327902,52934307,12542686,18310297,7935356,3506413,1387425,3005253,6246877,52934307,6853492,43892941,21154890,7693184,5517333,4508772,5018762,2187874,52934307,27563663,6536180,18495695,338769,52934307,23140713,29793594,14757453,15036141,4.37,1
2020,Dec,127619337,97379431,54928145,52839287,2088858,42451286,9414223,33037063,52839287,52839287,36370449,2459259,11843076,2166503,0,52839287,6731679,6731679,13400192,9196920,4203272,32425091,10730057,6279656,3510928,6858582,5045868,282325,52839287,12287112,18174639,7956832,3389542,1354805,2975326,6701031,52839287,6731679,43478358,21459145,7480552,5115778,4579082,4843801,2629250,52839287,27548097,6846285,18186096,258809,52839287,23335166,29504121,14675386,14828735,3.8,1
