Año,Mes,Población total,Población de 15 años y más,Población económicamente activa (PEA),PEA Ocupada,PEA Desocupada,Población no económicamente activa (PNEA),PNEA Disponible,PNEA No disponible,3. Población ocupada por,3.1 Posición en la ocupación,Trabajadores subordinados y remunerados,Empleadores,Trabajadores por cuenta propia,Trabajadores no remunerados,No especificado,3.2 Sector de actividad económica,Primario,"Agricultura, ganadería, silvicultura, caza y pesca",Secundario ,"Industria extractiva, de la electricidad y manufacturera",Construcción,Terciario,Comercio,"Restaurantes y servicios de alojamiento, transportes, comunicaciones, correo y almacenamiento","Servicios profesionales, financieros y corporativos","Servicios sociales, gobierno y organismos internacionales",Servicios diversos,No especificado,3.3 Nivel de ingresos,Hasta un salario mínimo,Más de 1 hasta 2 salarios mínimos,Más de 2 hasta 3 salarios mínimos,Más de 3 hasta 5 salarios mínimos,Más de 5 salarios mínimos,No recibe ingresos,No especificado,3.6 Ámbito y tamaño de la unidad económica,Ámbito agropecuario,Ámbito no agropecuario,Micronegocios,Pequeños establecimientos,Medianos establecimientos,Grandes establecimientos,Gobierno y otros,No especificado,3.7 Distribución por tipo de unidad económica,Empresas y negocios,Instituciones,Sector de los hogares,Situaciones de carácter especial y no especificadas,3.8 Condición de informalidad,Ocupación formal,Ocupación informal,Sector informal,Fuera de sector informal,Tasa de desocupación de la población económicamente activa,COVID.19
2015,Feb,120527806,87765425,52156035,49900197,2255838,35609390,5835370,29774020,49900197,49900197,34185208,2035010,11106620,2573359,0,49900197,6492392,6492392,12384263,8506602,3877661,30747553,9651421,5809774,3559239,6424517,5302602,275989,49900197,6913998,12700465,10067193,7415923,3403643,3491072,5907903,49900197,6492392,41749152,19544121,7323947,4995603,4910617,4974864,1658653,49900197,25406621,6636155,17596927,260494,49900197,21196420,28703777,13577850,15125927,,0
2015,Mar,120631407,87916325,52094439,50082043,2012396,35821886,6174161,29647725,50082043,50082043,33898275,2216094,11564364,2403310,0,50082043,6315242,6315242,12255356,8305240,3950116,31214567,9689283,6263201,3537407,6429346,5295330,296878,50082043,6797940,12369332,10222842,7828828,3446798,3344114,6072189,50082043,6315242,42107322,20242760,7607620,4772675,4462840,5021427,1659479,50082043,25344832,6616435,17857027,263749,50082043,21018314,29063729,13887469,15176260,,0
2015,Abr,120738921,88377858,52318583,50061700,2256883,36059275,5815878,30243397,50061700,50061700,34116185,2147031,10952986,2845498,0,50061700,6730762,6730762,12716465,8759371,3957094,30344652,9221200,6111906,3413661,6176970,5420915,269821,50061700,6740792,12890790,10412457,7029910,3098685,3764895,6124171,50061700,6730762,41583928,19744723,7641947,4863960,4563225,4770073,1747010,50061700,25500379,6524060,17812121,225140,50061700,21083859,28977841,13726231,15251610,,0
2015,May,120846221,88205550,52735392,50390707,2344685,35470158,5841566,29628592,50390707,50390707,34296889,2111190,11398967,2583661,0,50390707,6650207,6650207,12522314,8501396,4020918,30909442,9630881,5824178,3424559,6571854,5457970,308744,50390707,7065064,12663749,10912827,7193251,3174092,3494468,5887256,50390707,6650207,41919189,19781699,7572122,4889164,4642416,5033788,1821311,50390707,25529362,6711498,17889215,260632,50390707,21437803,28952904,13795202,15157702,,0
2015,Jun,120953538,88249368,53046722,50709887,2336835,35202646,5951525,29251121,50709887,50709887,34115143,2191874,11618185,2784685,0,50709887,6911257,6911257,12027346,8200552,3826794,31497270,9850490,6396428,3457535,6501671,5291146,274014,50709887,6929901,12854166,10750049,7257548,3075268,3889309,5953646,50709887,6911257,42174316,20023353,7676941,4925662,4708199,4840161,1624314,50709887,25591334,6781893,18080434,256226,50709887,21222636,29487251,13783195,15704056,,0
2015,Jul,121060053,89009007,53412745,50893073,2519672,35596262,5781214,29815048,50893073,50893073,34113258,2250915,11467144,3061756,0,50893073,7058629,7058629,12777099,8595605,4181494,30780045,9554968,6480472,3397696,6047991,5298918,277300,50893073,6822906,12937673,10662432,7213672,3295119,4016719,5944552,50893073,7058629,42209423,20394942,7361001,4853616,4822542,4777322,1625021,50893073,25887697,6306637,18442994,255745,50893073,21131371,29761702,14015551,15746151,,0
2015,Ago,121168482,88687323,53483349,50980069,2503280,35203974,6032242,29171732,50980069,50980069,34510482,2182399,11564126,2723062,0,50980069,6675282,6675282,12821753,8864385,3957368,31165111,9721165,6025102,3566512,6437729,5414603,317923,50980069,6963838,12682156,11065207,7327861,3249220,3765776,5926011,50980069,6675282,42572320,20227178,7318773,5130839,4801464,5094066,1732467,50980069,25804624,6547532,18357724,270189,50980069,21739150,29240919,13869713,15371206,,0
2015,Sep,121274663,88630448,52757113,50384293,2372820,35873335,6413923,29459412,50384293,50384293,34152382,2280355,11420724,2530832,0,50384293,6611230,6611230,12328519,8403220,3925299,31143505,9827485,6318413,3547355,6313085,5137167,301039,50384293,6995112,12784219,10680728,7261409,3260240,3446791,5955794,50384293,6611230,42069955,20118744,7749219,4934107,4533265,4734620,1703108,50384293,25803664,6557964,17753554,269111,50384293,21342131,29042162,13779219,15262943,,0
2015,Oct,121380831,89313648,53654181,51212256,2441925,35659467,5957217,29702250,51212256,51212256,34839499,2301411,11345834,2725512,0,51212256,6838207,6838207,12901633,8834018,4067615,31177563,9599375,6479045,3396390,6206955,5495798,294853,51212256,7428454,12854320,11087237,7452163,3177420,3579793,5632869,51212256,6838207,42615512,20542158,7538596,4989406,4646709,4898643,1758537,51212256,25795250,6470241,18664833,281932,51212256,21248006,29964250,14422899,15541351,,0
2015,Nov,121486574,89011600,54706807,52540659,2166148,34304793,5914101,28390692,52540659,52540659,35476211,2297628,11956799,2810021,0,52540659,6995182,6995182,13221370,9164634,4056736,31974147,10081912,6154100,3664961,6563799,5509375,349960,52540659,8149571,12502817,10970815,7603606,3378852,3679038,6255960,52540659,6995182,43735899,20900785,7586004,5217785,4890847,5140478,1809578,52540659,26868426,6731631,18659269,281333,52540659,22064360,30476299,14376581,16099718,,0
2015,Dic,121592254,89224022,53277272,51166067,2111205,35946750,5808413,30138337,51166067,51166067,35097338,2238362,11143294,2687073,0,51166067,6887620,6887620,12264847,8440573,3824274,31740765,10224516,6500299,3540762,6334134,5141054,272835,51166067,7378198,12476579,10848170,7452912,3259004,3579187,6172017,51166067,6887620,42397376,20365118,7517557,5044979,4769667,4700055,1881071,51166067,26240527,6474252,18205906,245382,51166067,21457704,29708363,14216254,15492109,,0
2016,Ene,121699501,89329446,52818939,50581334,2237605,36510507,5983178,30527329,50581334,50581334,34534903,2207687,11317028,2521716,0,50581334,6563568,6563568,12718417,8599610,4118807,31051302,9379092,6389994,3479778,6230390,5572048,248047,50581334,7913329,13671485,10355502,6204818,3057079,3382038,5997083,50581334,6563568,42252789,20249867,7626513,4875736,4541069,4959604,1764977,50581334,25968389,6442877,17937988,232080,50581334,21266245,29315089,13759785,15555304,,0
2016,Feb,121803366,89363633,53282157,51073126,2209031,36081476,6020535,30060941,51073126,51073126,34857749,2275345,11609873,2330159,0,51073126,6278653,6278653,13171234,8935513,4235721,31345379,9717891,6274007,3487377,6396501,5469603,277860,51073126,8010476,13753341,10425198,6473951,3051372,3023287,6335501,51073126,6278653,43148835,20563051,7710690,5128594,4702370,5044130,1645638,51073126,26610697,6535657,17683427,243345,51073126,21779843,29293283,13877573,15415710,,0
2016,Mar,121906936,89767132,52917798,50939877,1977921,36849334,5935628,30913706,50939877,50939877,34900765,2267595,11399986,2371531,0,50939877,6475257,6475257,12776652,8781528,3995124,31398653,9782248,6570407,3561347,6307030,5177621,289315,50939877,7813990,13890525,10653691,6449700,2899419,3145345,6087207,50939877,6475257,42783013,20385332,7693817,5104445,4946960,4652459,1681607,50939877,27075853,6437449,17184088,242487,50939877,21958171,28981706,13630572,15351134,,0
2016,Abr,122012083,89729922,53316730,51291250,2025480,36413192,5908862,30504330,51291250,51291250,35354599,2207099,11262658,2466894,0,51291250,6521839,6521839,13003196,8678805,4324391,31534074,9464220,6507004,3542394,6407166,5613290,232141,51291250,7990645,13519766,10904893,6500386,3029854,3314947,6030759,51291250,6521839,43125642,20687644,7795330,5182254,4517327,4943087,1643769,51291250,26487285,6668228,17933284,202453,51291250,21878348,29412902,13916084,15496818,,0
2016,May,122117162,89729221,53929990,51754555,2175435,35799231,6153164,29646067,51754555,51754555,35130372,2323851,11711977,2588355,0,51754555,6523125,6523125,13241376,8933177,4308199,31654905,9895434,6331767,3610266,6316393,5501045,335149,51754555,8422760,13503437,10685604,6547211,2971159,3416472,6207912,51754555,6523125,43461881,21090211,7606897,5171666,4579353,5013754,1769549,51754555,26841679,6536023,18095126,281727,51754555,22112914,29641641,14116078,15525563,,0
2016,Jun,122221748,90128308,53449334,51348594,2100740,36678974,5602760,31076214,51348594,51348594,35237164,2313908,11333231,2464291,0,51348594,6780959,6780959,12793382,8697156,4096226,31523860,9735994,6422883,3683255,6486467,5195261,250393,51348594,7680176,14093584,10525967,6519762,2926969,3449015,6153121,51348594,6780959,42593654,20164163,7866864,5366381,4599445,4596801,1973981,51348594,27027237,6538702,17588205,194450,51348594,22176928,29171666,13676255,15495411,,0
2016,Jul,122326701,90328846,54684685,52493422,2191263,35644161,5239994,30404167,52493422,52493422,35701696,2351606,11762295,2677825,0,52493422,6967226,6967226,13445599,9082196,4363403,31781101,9787740,6432351,3712782,6485761,5362467,299496,52493422,8079888,13708196,10819384,6750356,3135619,3719451,6280528,52493422,6967226,43618835,20934823,7793379,5317188,4485551,5087894,1907361,52493422,27072172,6711588,18446526,263136,52493422,22324973,30168449,14142619,16025830,,0
2016,Ago,122433248,89987823,54131276,51963950,2167326,35856547,5825869,30030678,51963950,51963950,35176789,2232952,11887246,2666963,0,51963950,6897040,6897040,13170510,9019514,4150996,31620555,9760029,6468565,3609230,6261198,5521533,275845,51963950,7939491,13501308,11097236,6611325,3158498,3678424,5977668,51963950,6897040,43090467,20570597,7593576,5203459,4678568,5044267,1976443,51963950,26514185,6392727,18823086,233952,51963950,21846701,30117249,14422863,15694386,,0
2016,Sep,122537645,90389752,53947476,51714918,2232558,36442276,5507044,30935232,51714918,51714918,35335720,2346608,11484520,2548070,0,51714918,6888978,6888978,12588721,8578756,4009965,31984399,10078006,6680864,3575438,6498167,5151924,252820,51714918,7475505,13550004,11005711,6695138,3268497,3496980,6223083,51714918,6888978,43006099,20200358,7815629,5364162,5022038,4603912,1819841,51714918,27364777,6522136,17612592,215413,51714918,22436943,29277975,13699543,15578432,,0
2016,Oct,122642348,90573556,53922056,51942615,1979441,36651500,5882867,30768633,51942615,51942615,35528381,2297154,11670847,2446233,0,51942615,6765408,6765408,13418638,9055071,4363567,31474338,9444033,6475440,3604892,6426906,5523067,284231,51942615,7662841,13627375,10910255,6742400,3242903,3416463,6340378,51942615,6765408,43348567,20891369,7710167,5262211,4545168,4939652,1828640,51942615,26590657,6503097,18590520,258341,51942615,21937507,30005108,14488820,15516288,,0
2016,Nov,122746398,90213387,54168351,52264405,1903946,36045036,5670954,30374082,52264405,52264405,35625620,2347239,11787110,2504436,0,52264405,7051603,7051603,13375550,8989599,4385951,31549669,9867493,6373318,3501252,6453711,5353895,287583,52264405,7523442,13633363,11422067,7089212,3131075,3362614,6102632,52264405,7051603,43251378,20525343,7929256,5290563,4540621,4965595,1961424,52264405,27412001,6469448,18129340,253616,52264405,22488168,29776237,14052455,15723782,,0
2016,Dic,122850749,90986918,54025172,52203968,1821204,36961746,6073612,30888134,52203968,52203968,35872488,2420754,11280710,2630016,0,52203968,6983167,6983167,13103125,8860912,4242213,31829523,10001207,6719303,3500853,6279685,5328475,288153,52203968,7144289,13486432,11380382,6944355,3236241,3513648,6498621,52203968,6983167,43294552,20426091,7938997,5430065,4888987,4610412,1926249,52203968,27703796,6372907,17868984,258281,52203968,22579411,29624557,13918663,15705894,,0
2017,Ene,122956699,90886625,53573899,51649263,1924636,37312726,5861225,31451501,51649263,51649263,35383125,2470498,11247859,2547781,0,51649263,6862722,6862722,13068413,8938812,4129601,31475777,9555496,6502581,3756228,6333284,5328188,242351,51649263,7443920,14456751,10974228,6443370,2616952,3365427,6348615,51649263,6862722,43165084,20424828,8220268,5128967,4558033,4832988,1621457,51649263,27157008,6440300,17812472,239483,51649263,21958894,29690369,13848466,15841903,,0
2017,Feb,123056905,90721803,53854720,52039119,1815601,36867083,5758899,31108184,52039119,52039119,35902106,2516225,11391364,2229424,0,52039119,6372293,6372293,13495874,9169489,4326385,31894155,9610419,6436861,3672285,6539989,5634601,276797,52039119,7293572,14584642,11501308,6618524,2756204,2923152,6361717,52039119,6372293,43908798,20916323,8007961,5276163,4696882,5011469,1758028,52039119,27135914,6592292,18112677,198236,52039119,22338298,29700821,14245296,15455525,,0
2017,Mar,123157386,90838690,53912201,52193091,1719110,36926489,5630933,31295556,52193091,52193091,36079372,2310608,11550027,2253084,0,52193091,6403319,6403319,13274967,8844889,4430078,32239811,9948660,6734085,3480132,6574445,5502489,274994,52193091,7589218,13957171,11303424,6777757,2702107,3085134,6778280,52193091,6403319,43991096,20702162,7976673,5544577,5004505,4763179,1798676,52193091,27309915,6602031,18012973,268172,52193091,22547184,29645907,14261662,15384245,,0
2017,Abr,123265109,91258811,53776408,51913214,1863194,37482403,6046991,31435412,51913214,51913214,35507161,2471321,11463533,2471199,0,51913214,6627848,6627848,13376646,9183591,4193055,31655987,9557481,6496544,3633535,6516867,5451560,252733,51913214,7459368,14051794,10886322,6739866,2751971,3193140,6830753,51913214,6627848,43344547,20750185,7949325,5119413,4755039,4770585,1940819,51913214,27678383,6537421,17486455,210955,51913214,22807026,29106188,13711315,15394873,,0
2017,May,123364482,91298864,54253673,52321012,1932661,37045191,5610038,31435153,52321012,52321012,35885879,2345308,11659824,2430001,0,52321012,6585434,6585434,13348449,9145223,4203226,32068893,9571463,6651655,3898268,6542974,5404533,318236,52321012,7702650,13925457,10790777,6529212,2836164,3330589,7206163,52321012,6585434,43699993,20828044,8142566,5201491,4601511,4926381,2035585,52321012,27179763,6644525,18198686,298038,52321012,22733352,29587660,14250934,15336726,,0
2017,Jun,123467677,91196153,54155697,52386589,1769108,37040456,5834757,31205699,52386589,52386589,35642401,2421368,11738293,2584527,0,52386589,6865943,6865943,13257913,9011237,4246676,31908312,9797945,6627816,3530345,6358196,5594010,354421,52386589,7395710,14253338,11073015,6536410,2749275,3509946,6868895,52386589,6865943,43583206,20456196,7785491,5486528,5024039,4830952,1937440,52386589,27500470,6375828,18175297,334994,52386589,22786419,29600170,13990913,15609257,,0
2017,Jul,123570634,91774156,54857325,52986503,1870822,36916831,5118719,31798112,52986503,52986503,36191601,2368278,11752530,2674094,0,52986503,6980415,6980415,13866044,9516197,4349847,31826594,9481705,6554104,3778891,6383523,5628371,313450,52986503,7262741,13898349,10744794,6769022,2893458,3717366,7700773,52986503,6980415,43906819,20859934,7989723,5220285,4928589,4908288,2099269,52986503,27996648,6421768,18270050,298037,52986503,22518869,30467634,13953107,16514527,,0
2017,Ago,123675147,91447502,53933411,52031909,1901502,37514091,5481803,32032288,52031909,52031909,35826400,2235331,11628110,2342068,0,52031909,7004125,7004125,13344626,9144442,4200184,31332893,9387765,6399916,3837863,6439826,5267523,350265,52031909,7178899,13644125,11199556,6743124,2660594,3176764,7428847,52031909,7004125,42971881,20167033,7900906,5527353,4708137,4668452,2055903,52031909,27648312,6515897,17553623,314077,52031909,22246031,29785878,13739465,16046413,,0
2017,Sep,123777624,91660615,54199466,52249623,1949843,37461149,5895782,31565367,52249623,52249623,35728484,2329796,11813109,2378234,0,52249623,6883016,6883016,13080018,9046560,4033458,31919709,9772577,6773717,3550279,6518337,5304799,366880,52249623,7595913,13563394,11170469,6480882,2593825,3451833,7393307,52249623,6883016,43228614,20170476,7824457,5235889,5202777,4795015,2137993,52249623,27165681,6578216,18183682,322044,52249623,22553327,29696296,14018217,15678079,,0
2017,Oct,123880080,92243493,54905452,52982789,1922663,37338041,5627676,31710365,52982789,52982789,36316982,2459700,11617758,2588349,0,52982789,6973694,6973694,13786253,9268422,4517831,31909508,9642886,6554871,3675091,6657067,5379593,313334,52982789,7610947,13714167,11067284,6867182,2578909,3423846,7720454,52982789,6973694,43733283,20938672,7993628,5314825,4735925,4750233,2275812,52982789,27559262,6759322,18416087,248118,52982789,22587043,30395746,14411439,15984307,,0
2017,Nov,123982575,91787701,54639895,52771640,1868255,37147806,5545703,31602103,52771640,52771640,36077181,2385573,11731973,2576913,0,52771640,7387908,7387908,13271877,9060535,4211342,31810904,9565843,6541750,3637087,6744242,5321982,300951,52771640,7570076,13396018,11383108,6659607,2494958,3473373,7794500,52771640,7387908,43234520,20310689,7902320,5284123,4869894,4867494,2149212,52771640,27728241,6758893,18020417,264089,52771640,22765006,30006634,14028205,15978429,,0
2017,Dic,124084702,92424442,54576878,52869789,1707089,37847564,5805290,32042274,52869789,52869789,36350242,2404360,11713963,2401224,0,52869789,6864096,6864096,13505895,9226179,4279716,32148680,9833747,6735094,3539675,6469853,5570311,351118,52869789,8689238,15549458,9164018,6541989,2200786,3303305,7420995,52869789,6864096,43968272,20392537,8057578,5394117,5157170,4966870,2037421,52869789,27720307,6617237,18224605,307640,52869789,22899458,29970331,14048742,15921589,,0
2018,Ene,124188289,92960536,54816081,52958259,1857822,38144455,5916613,32227842,52958259,52958259,36450120,2501764,11463093,2543282,0,52958259,6835373,6835373,13593210,9353848,4239362,32233180,9740425,6706030,3856358,6511287,5419080,296496,52958259,8588654,15192775,9810162,6608909,2218657,3278539,7260563,52958259,6835373,44003059,21024591,8151732,5480628,4833251,4512857,2119827,52958259,27869915,6627902,18206710,253732,52958259,22716367,30241892,14563884,15678008,,0
2018,Feb,124286454,92313377,54620960,52870327,1750633,37692417,5562594,32129823,52870327,52870327,36389301,2388079,11975873,2117074,0,52870327,6801289,6801289,13677954,9237764,4440190,32101417,9784446,6672549,3684231,6609921,5350270,289667,52870327,8811835,15382541,9556987,6686408,2338880,2849296,7244380,52870327,6801289,43993376,20915633,7924161,5463478,4978477,4711627,2075662,52870327,28105708,6629155,17869069,266395,52870327,23004752,29865575,14375762,15489813,,0
2018,Mar,124384893,92846680,54815555,53204181,1611374,38031125,5716854,32314271,53204181,53204181,36528179,2588800,12012454,2074748,0,53204181,6566055,6566055,13704843,9330046,4374797,32656561,9847918,6904185,3682312,6578443,5643703,276722,53204181,8757846,15403823,9879257,6714437,2318721,2841829,7288268,53204181,6566055,44524342,20937501,8130403,5309874,5148443,4998121,2113784,53204181,27966624,6597656,18399436,240465,53204181,23043457,30160724,14512901,15647823,2.94,0
2018,Abr,124485970,93393765,55467633,53582454,1885179,37926132,5626300,32299832,53582454,53582454,36677144,2505644,12039194,2360472,0,53582454,6523106,6523106,13793139,9352325,4440814,32999656,10174488,6812018,3798980,6707598,5506572,266553,53582454,8638742,15237233,9926812,6986042,2272432,3172120,7349073,53582454,6523106,45026731,21685756,8541155,5457364,4682749,4659707,2032617,53582454,27953704,6813012,18571265,244473,53582454,23268482,30313972,14882500,15431472,3.4,0
2018,May,124587260,92746783,55710231,53915332,1794899,37036552,5564558,31471994,53915332,53915332,36803122,2593246,12101304,2417660,0,53915332,7134236,7134236,13610322,9167703,4442619,32813977,10083387,6753397,3852555,6728602,5396036,356797,53915332,8900563,15195838,9533186,7043940,2483442,3359836,7398527,53915332,7134236,44612487,21469569,8069931,5508404,4927515,4637068,2168609,53915332,28368511,6819538,18398488,328795,53915332,23301711,30613621,14610739,16002882,3.22,0
2018,Jun,124688307,93179364,55721307,53834987,1886320,37458057,5496019,31962038,53834987,53834987,36994881,2565950,11961196,2312960,0,53834987,6590012,6590012,13755648,9400928,4354720,33129574,10120685,6757013,3870476,6755983,5625417,359753,53834987,8539771,15454394,9590981,6832695,2485743,3213196,7718207,53834987,6590012,44869009,20949600,8320260,5462568,5043434,5093147,2375966,53834987,28047685,6907319,18575750,304233,53834987,23411992,30422995,14576477,15846518,3.39,0
2018,Jul,124789149,93599144,55910003,53965655,1944348,37689141,5624540,32064601,53965655,53965655,36603493,2635540,12084338,2642284,0,53965655,7105571,7105571,13896226,9320083,4576143,32612420,10009408,6649360,3912178,6582870,5458604,351438,53965655,8263686,15172838,9845449,6893102,2316131,3708697,7765752,53965655,7105571,44596711,21246901,8066491,5578986,4878128,4826205,2263373,53965655,27924456,6665663,19079087,296449,53965655,23247757,30717898,14857698,15860200,3.48,0
2018,Ago,124891123,93394213,56023858,54080657,1943201,37370355,5621006,31749349,54080657,54080657,36597419,2444918,12386129,2652191,0,54080657,7445355,7445355,13470325,9232277,4238048,32806080,10313208,6813477,3757729,6423869,5497797,358897,54080657,8624016,14893716,9822390,7100770,2455304,3618336,7566125,54080657,7445355,44399569,21157661,8050321,5539424,4852038,4800125,2235733,54080657,28367064,6423968,18957219,332406,54080657,23331826,30748831,14785107,15963724,3.47,0
2018,Sep,124991699,93673207,55766618,53758812,2007806,37906589,5569478,32337111,53758812,53758812,36578173,2660238,12159366,2361035,0,53758812,6479403,6479403,13923256,9445046,4478210,33015016,10081676,6951992,4034135,6604584,5342629,341137,53758812,8834073,15100431,9874903,6796795,2442230,3133440,7576940,53758812,6479403,45109304,21495936,8315622,5381904,4974353,4941489,2170105,53758812,28170857,6778240,18501697,308018,53758812,23487262,30271550,14769983,15501567,3.6,0
2018,Oct,125092241,94046362,55781013,53974604,1806409,38265349,5690933,32574416,53974604,53974604,36930863,2540011,12105422,2398308,0,53974604,6480061,6480061,14110862,9539586,4571276,33090706,9941895,6878223,4117024,6771374,5382190,292975,53974604,8665394,15260578,9749414,7012987,2382701,3246919,7656611,53974604,6480061,45303662,21587437,8271371,5673954,4993785,4777115,2190881,53974604,28328536,6889002,18499040,258026,53974604,23769409,30205195,14840220,15364975,3.24,0
2018,Nov,125191836,93730708,56221124,54386367,1834757,37509584,5940764,31568820,54386367,54386367,36739032,2594540,12421698,2631097,0,54386367,7501052,7501052,13404214,9404342,3999872,33184775,10250019,6981877,3921780,6520174,5510925,296326,54386367,8722834,15002073,10110115,6949248,2550000,3496101,7555996,54386367,7501052,44618317,21322739,7765023,5683354,5093303,4753898,2266998,54386367,28904338,6489015,18704553,288461,54386367,23263144,31123223,14760753,16362470,3.26,0
2018,Dic,125291628,93958342,55859234,53985439,1873795,38099108,6068212,32030896,53985439,53985439,37130463,2748280,11597251,2509445,0,53985439,6576592,6576592,13866909,9524551,4342358,33265686,10095248,7356862,3897964,6487690,5427922,276252,53985439,8600144,14885082,10000939,6775909,2388316,3259397,8075652,53985439,6576592,45072353,21524838,8143483,5300352,5112749,4990931,2336494,53985439,28460164,6544417,18717495,263363,53985439,23343840,30641599,14790636,15850963,3.35,0
2019,Ene,125392852,94086111,55725422,53737276,1988146,38360689,5705504,32655185,53737276,53737276,36474872,2521011,12242891,2498502,0,53737276,6404048,6404048,13610372,9301809,4308563,33422625,10357425,6982859,3808941,6779870,5493530,300231,53737276,10105956,16866689,9644511,4638676,1787577,3236926,7456941,53737276,6404048,45111281,21466723,7988849,5764184,4958536,4932989,2221947,53737276,28250114,6742834,18475112,269216,53737276,23329358,30407918,14716866,15691052,3.57,0
2019,Feb,125489220,94268094,55840282,53997870,1842412,38427812,5558070,32869742,53997870,53997870,36703814,2535976,12303636,2454444,0,53997870,7036921,7036921,13438309,9291737,4146572,33238475,10376246,7006677,3972238,6284078,5599236,284165,53997870,10941810,17276000,9593476,4427344,1678125,3176242,6904873,53997870,7036921,44746306,21850800,7859942,5443314,4983761,4608489,2214643,53997870,28693415,6315743,18739163,249549,53997870,22866754,31131116,15077495,16053621,3.3,0
2019,Mar,125584929,94582766,56749752,54907971,1841781,37833014,5683110,32149904,54907971,54907971,37489653,2697544,12348161,2372613,0,54907971,6338324,6338324,13796095,9560090,4236005,34462758,10723268,7411917,3906910,6606416,5814247,310794,54907971,11086353,17278622,10220630,4454473,1752120,2991246,7124527,54907971,6338324,46310242,22367476,8199557,5383546,5176178,5183485,2259405,54907971,28840402,6641094,19134786,291689,54907971,23759316,31148655,15307852,15840803,3.25,0
2019,Abr,125683963,94174859,56211119,54243958,1967161,37963740,5960044,32003696,54243958,54243958,37035842,2522216,12357607,2328293,0,54243958,6210236,6210236,13855294,9362563,4492731,33898080,10529439,7089258,3909357,6640411,5729615,280348,54243958,10517510,17297822,10197666,4336026,1668002,3101630,7125302,54243958,6210236,45669588,22417072,8157491,5299988,4843696,4951341,2364134,54243958,28024875,6669687,19280366,269030,54243958,23627012,30616946,15560643,15056303,3.5,0
2019,May,125782766,94666931,56988752,54987230,2001522,37678179,5397801,32280378,54987230,54987230,37231859,2625435,12562905,2567031,0,54987230,7041634,7041634,14010507,9879291,4131216,33615577,10508398,7128241,3793372,6582406,5603160,319512,54987230,11184122,17510593,9692970,4555711,1836501,3312747,6894586,54987230,7041634,45729422,22104562,8167592,5465955,5163075,4828238,2216174,54987230,29356088,6565722,18763712,301708,54987230,24114666,30872564,15042265,15830299,3.51,0
2019,Jun,125881121,95278662,57633376,55578236,2055140,37645286,5590403,32054883,55578236,55578236,38029818,2659222,12434111,2455085,0,55578236,6872344,6872344,13714080,9485224,4228856,34665430,10955634,7314214,3954937,6707079,5733566,326382,55578236,10834588,17943410,9853460,4499341,2103591,3240328,7103518,55578236,6872344,46486472,22405705,8137331,5416875,5289447,5237114,2219420,55578236,29469770,6673386,19122440,312640,55578236,24260536,31317700,15124525,16193175,3.57,0
2019,Jul,125979461,94459713,57113253,54992489,2120764,37346460,5673399,31673061,54992489,54992489,37323109,2621281,12439605,2608494,0,54992489,6859296,6859296,13674667,9383130,4291537,34105513,10741640,7306190,3865959,6514770,5676954,353013,54992489,10653116,17955009,9703380,4630480,1882408,3590659,6577437,54992489,6859296,46027503,22185984,8221053,5501685,5068811,5049970,2105690,54992489,28893859,6587148,19163840,347642,54992489,24052183,30940306,15080116,15860190,3.71,0
2019,Ago,126078923,94923048,57338276,55196528,2141748,37584772,5781589,31803183,55196528,55196528,37281563,2670911,12541523,2702531,0,55196528,7366570,7366570,13946901,9661955,4284946,33591825,10577123,6948899,3861094,6529673,5675036,291232,55196528,11097815,17126638,10142976,4693134,1820968,3505052,6809945,55196528,7366570,45766837,22117669,8008072,5660739,4942212,5038145,2063121,55196528,29245096,6515538,19147980,287914,55196528,24058769,31137759,15112080,16025679,3.74,0
2019,Sep,126179573,95575190,57456437,55272975,2183462,38118753,6239024,31879729,55272975,55272975,37684832,2741747,12272055,2574341,0,55272975,6753487,6753487,13895689,9541190,4354499,34316926,10616754,7317179,4082046,6770273,5530674,306873,55272975,11143109,17483140,10068373,4594072,1680982,3362348,6940951,55272975,6753487,46225543,22247695,8103482,5642636,5036519,5195211,2293945,55272975,28991799,6762896,19227469,290811,55272975,23996630,31276345,15302424,15973921,3.8,0
2019,Oct,126274019,94963564,57193109,55106388,2086721,37770455,5645696,32124759,55106388,55106388,37436955,2535859,12721038,2412536,0,55106388,6397670,6397670,13581489,9516440,4065049,34783910,10892048,7338485,3949613,6900738,5703026,343319,55106388,11027435,17387540,9930055,4905648,2001679,3293043,6560988,55106388,6397670,46496583,22676670,8106820,5704938,5036891,4971264,2212135,55106388,28677901,6898861,19199916,329710,55106388,24099615,31006773,15389825,15616948,3.65,0
2019,Nov,126371137,95541668,57830796,55840498,1990298,37710872,5983976,31726896,55840498,55840498,38162851,2742279,12351812,2583556,0,55840498,7508592,7508592,13978803,9827379,4151424,34054404,10575565,7185502,3848053,6697309,5747975,298699,55840498,11212427,17620483,10010294,5061274,2019921,3366859,6549240,55840498,7508592,45948822,21841369,8135346,5662770,5094849,5214488,2383084,55840498,29776970,6705426,19065102,293000,55840498,24529626,31310872,14913737,16397135,3.44,0
