Año,Mes,Población total,Población de 15 años y más,Población económicamente activa (PEA),PEA Ocupada,PEA Desocupada,Población no económicamente activa (PNEA),PNEA Disponible,PNEA No disponible,3. Población ocupada por,3.1 Posición en la ocupación,Trabajadores subordinados y remunerados,Empleadores,Trabajadores por cuenta propia,Trabajadores no remunerados,No especificado,3.2 Sector de actividad económica,Primario,"Agricultura, ganadería, silvicultura, caza y pesca",Secundario ,"Industria extractiva, de la electricidad y manufacturera",Construcción,Terciario,Comercio,"Restaurantes y servicios de alojamiento, transportes, comunicaciones, correo y almacenamiento","Servicios profesionales, financieros y corporativos","Servicios sociales, gobierno y organismos internacionales",Servicios diversos,No especificado,3.3 Nivel de ingresos,Hasta un salario mínimo,Más de 1 hasta 2 salarios mínimos,Más de 2 hasta 3 salarios mínimos,Más de 3 hasta 5 salarios mínimos,Más de 5 salarios mínimos,No recibe ingresos,No especificado,3.6 Ámbito y tamaño de la unidad económica,Ámbito agropecuario,Ámbito no agropecuario,Micronegocios,Pequeños establecimientos,Medianos establecimientos,Grandes establecimientos,Gobierno y otros,No especificado,3.7 Distribución por tipo de unidad económica,Empresas y negocios,Instituciones,Sector de los hogares,Situaciones de carácter especial y no especificadas,3.8 Condición de informalidad,Ocupación formal,Ocupación informal,Sector informal,Fuera de sector informal,Tasa de desocupación de la población económicamente activa
2007.00,Jul,109907022.00,76299609.00,46201750.00,44450672.00,1751078.00,30097859.00,4614235.00,25483624.00,44450672.00,44450672.00,28743920.00,2333769.00,10143886.00,3229097.00,0.00,44450672.00,6457236.00,6457236.00,11315259.00,7570869.00,3744390.00,26351128.00,8800996.00,4855750.00,2628607.00,5490737.00,4575038.00,327049.00,44450672.00,5554361.00,8904925.00,9384359.00,8515162.00,5167567.00,4241797.00,2682501.00,44450672.00,6457236.00,37268997.00,18185363.00,6534868.00,4345025.00,3836767.00,4366974.00,724439.00,44450672.00,22427655.00,5873872.00,15816023.00,333122.00,44450672.00,18640798.00,25809874.00,11898877.00,13910997.00,
2007.00,Ago,109906982.00,76755122.00,45698040.00,43947332.00,1750708.00,31057082.00,5214103.00,25842979.00,43947332.00,43947332.00,28647874.00,2276468.00,9979990.00,3043000.00,0.00,43947332.00,6512792.00,6512792.00,11409904.00,7553514.00,3856390.00,25712043.00,8355075.00,4659602.00,2486230.00,5690434.00,4520702.00,312593.00,43947332.00,5513044.00,9252115.00,9586947.00,8028170.00,5007705.00,4000898.00,2558453.00,43947332.00,6512792.00,36747001.00,17703829.00,6460934.00,4289916.00,3926940.00,4365382.00,687539.00,43947332.00,21828201.00,6106154.00,15682842.00,330135.00,43947332.00,18230995.00,25716337.00,11947130.00,13769207.00,
2007.00,Sep,109907071.00,76091192.00,45119495.00,43422237.00,1697258.00,30971697.00,4917295.00,26054402.00,43422237.00,43422237.00,28385187.00,2041160.00,10183440.00,2812450.00,0.00,43422237.00,5896413.00,5896413.00,11290649.00,7770260.00,3520389.00,25928174.00,8634152.00,4623288.00,2624108.00,5792838.00,4253788.00,307001.00,43422237.00,5432081.00,8682934.00,9444001.00,8187330.00,5155354.00,3845434.00,2675103.00,43422237.00,5896413.00,36863570.00,17889839.00,6331278.00,4399650.00,3934767.00,4308036.00,662254.00,43422237.00,21691596.00,6179864.00,15241468.00,309309.00,43422237.00,18402095.00,25020142.00,11762813.00,13257329.00,
2007.00,Oct,110280164.00,76623603.00,46634947.00,44876285.00,1758662.00,29988656.00,5207228.00,24781428.00,44876285.00,44876285.00,29266212.00,2287066.00,10151981.00,3171026.00,0.00,44876285.00,6186418.00,6186418.00,11511169.00,7863548.00,3647621.00,26818221.00,8920819.00,5037123.00,2618129.00,5738553.00,4503597.00,360477.00,44876285.00,5970257.00,9239492.00,9321125.00,8206798.00,5077411.00,4038971.00,3022231.00,44876285.00,6186418.00,37877100.00,18686245.00,6622673.00,4313088.00,3770107.00,4484987.00,812767.00,44876285.00,22366014.00,6162015.00,15970711.00,377545.00,44876285.00,18358506.00,26517779.00,12407101.00,14110678.00,
2007.00,Nov,110282455.00,77141067.00,47049764.00,45471703.00,1578061.00,30091303.00,5266648.00,24824655.00,45471703.00,45471703.00,29921115.00,2281042.00,10066387.00,3203159.00,0.00,45471703.00,6896058.00,6896058.00,11448793.00,7699494.00,3749299.00,26795128.00,8840312.00,4862234.00,2627354.00,5862060.00,4603168.00,331724.00,45471703.00,5843535.00,9396514.00,9812055.00,8285239.00,4923784.00,4122560.00,3088016.00,45471703.00,6896058.00,37800433.00,18101661.00,6768640.00,4446167.00,4008296.00,4475669.00,775212.00,45471703.00,23160335.00,6163091.00,15806423.00,341854.00,45471703.00,18783768.00,26687935.00,12132165.00,14555770.00,
2007.00,Dic,110281479.00,76645824.00,46402688.00,44961357.00,1441331.00,30243136.00,4963495.00,25279641.00,44961357.00,44961357.00,29379962.00,2213640.00,10256377.00,3111378.00,0.00,44961357.00,6136947.00,6136947.00,11500267.00,7735675.00,3764592.00,26908596.00,8929852.00,4730339.00,2690676.00,5982806.00,4574923.00,415547.00,44961357.00,5568518.00,8841277.00,9306608.00,8669571.00,5410422.00,4111219.00,3053742.00,44961357.00,6136947.00,38040321.00,18441194.00,6779388.00,4229355.00,4066407.00,4523977.00,784089.00,44961357.00,21995475.00,6364611.00,16185049.00,416222.00,44961357.00,18800214.00,26161143.00,12511996.00,13649147.00,
2008.00,Ene,110658388.00,76983820.00,45934724.00,44043563.00,1891161.00,31049096.00,5181469.00,25867627.00,44043563.00,44043563.00,28745766.00,2252329.00,9969905.00,3075563.00,0.00,44043563.00,6297113.00,6297113.00,10945704.00,7349724.00,3595980.00,26416198.00,8800144.00,4878327.00,2613897.00,5589882.00,4533948.00,384548.00,44043563.00,5378087.00,8970576.00,10266292.00,7227844.00,5140793.00,3836269.00,3223702.00,44043563.00,6297113.00,36978814.00,17875872.00,6572870.00,4314307.00,3835294.00,4380471.00,767636.00,44043563.00,22358754.00,5974956.00,15327787.00,382066.00,44043563.00,18481352.00,25562211.00,11893333.00,13668878.00,
2008.00,Feb,110657197.00,77376462.00,46696681.00,44880837.00,1815844.00,30679781.00,5035227.00,25644554.00,44880837.00,44880837.00,29903917.00,2150976.00,9819124.00,3006820.00,0.00,44880837.00,6347702.00,6347702.00,11251153.00,7433955.00,3817198.00,26936330.00,8973510.00,4977528.00,2560170.00,5836803.00,4588319.00,345652.00,44880837.00,5638399.00,9491471.00,10559206.00,7484502.00,4923879.00,3748962.00,3034418.00,44880837.00,6347702.00,37784265.00,18165705.00,6744189.00,4400950.00,4012987.00,4460434.00,748870.00,44880837.00,22679394.00,6233796.00,15601046.00,366601.00,44880837.00,18518197.00,26362640.00,12310806.00,14051834.00,
2008.00,Mar,110658431.00,77477932.00,46412757.00,44735137.00,1677620.00,31065175.00,4887797.00,26177378.00,44735137.00,44735137.00,29435097.00,2202246.00,10235536.00,2862258.00,0.00,44735137.00,5708601.00,5708601.00,11539924.00,7729388.00,3810536.00,27107839.00,8905612.00,4847093.00,2784699.00,6004765.00,4565670.00,378773.00,44735137.00,5619116.00,9082348.00,10513434.00,7762811.00,5180229.00,3619930.00,2957269.00,44735137.00,5708601.00,38277239.00,18942412.00,6659723.00,4090669.00,4118473.00,4465962.00,749297.00,44735137.00,22063609.00,6373312.00,15919867.00,378349.00,44735137.00,18956129.00,25779008.00,12721880.00,13057128.00,
2008.00,Abr,111043426.00,76985115.00,46669817.00,45045915.00,1623902.00,30315298.00,4561470.00,25753828.00,45045915.00,45045915.00,29287894.00,2295357.00,10426207.00,3036457.00,0.00,45045915.00,6190268.00,6190268.00,11753427.00,7906423.00,3847004.00,26763096.00,8802495.00,5078188.00,2616918.00,5633049.00,4632446.00,339124.00,45045915.00,5620373.00,9005048.00,10443026.00,7998569.00,5317189.00,3772389.00,2889321.00,45045915.00,6190268.00,38159069.00,18698529.00,6775373.00,4389452.00,3885569.00,4410146.00,696578.00,45045915.00,22774727.00,5984622.00,15943191.00,343375.00,45045915.00,18455903.00,26590012.00,12555518.00,14034494.00,
2008.00,May,111039368.00,77823567.00,46623180.00,45086986.00,1536194.00,31200387.00,5119576.00,26080811.00,45086986.00,45086986.00,29933892.00,2198236.00,10064926.00,2889932.00,0.00,45086986.00,6395643.00,6395643.00,11260411.00,7549703.00,3710708.00,27127799.00,8750130.00,5140073.00,2743470.00,5832311.00,4661815.00,303133.00,45086986.00,5381821.00,9470419.00,10745199.00,7647222.00,5000719.00,3659426.00,3182180.00,45086986.00,6395643.00,37886472.00,18208407.00,6617581.00,4487210.00,4093420.00,4479854.00,804871.00,45086986.00,23028267.00,6227326.00,15514662.00,316731.00,45086986.00,18765970.00,26321016.00,12124867.00,14196149.00,
2008.00,Jun,111040460.00,77742193.00,46900068.00,45320495.00,1579573.00,30842125.00,4675658.00,26166467.00,45320495.00,45320495.00,29571564.00,2225240.00,10587301.00,2936390.00,0.00,45320495.00,6160882.00,6160882.00,11566676.00,7763498.00,3803178.00,27223960.00,8838041.00,4980799.00,2780797.00,6044094.00,4580229.00,368977.00,45320495.00,5553525.00,9496578.00,10322371.00,7712590.00,5190858.00,3829332.00,3215241.00,45320495.00,6160882.00,38251015.00,18875364.00,6647464.00,4198935.00,4014172.00,4515080.00,908598.00,45320495.00,22302833.00,6377900.00,16264864.00,374898.00,45320495.00,18614207.00,26706288.00,12758248.00,13948040.00,
2008.00,Jul,111433806.00,77406509.00,46804662.00,44870045.00,1934617.00,30601847.00,5200555.00,25401292.00,44870045.00,44870045.00,28931925.00,2340586.00,10365013.00,3232521.00,0.00,44870045.00,6473586.00,6473586.00,11432846.00,7559487.00,3873359.00,26633094.00,8882199.00,5066888.00,2724558.00,5471324.00,4488125.00,330519.00,44870045.00,5552005.00,8960230.00,10569996.00,7441897.00,5301512.00,4143825.00,2900580.00,44870045.00,6473586.00,37576026.00,18796721.00,6457852.00,4405182.00,3687943.00,4228328.00,820433.00,44870045.00,22796201.00,5819801.00,15915841.00,338202.00,44870045.00,18487302.00,26382743.00,12367751.00,14014992.00,
2008.00,Ago,111434199.00,78150655.00,46661956.00,44769015.00,1892941.00,31488699.00,5288019.00,26200680.00,44769015.00,44769015.00,29391384.00,2064355.00,10290632.00,3022644.00,0.00,44769015.00,6684563.00,6684563.00,10998175.00,7297153.00,3701022.00,26763909.00,8693392.00,5078946.00,2656746.00,5647345.00,4687480.00,322368.00,44769015.00,5113062.00,9220074.00,10428736.00,7611634.00,5037633.00,3999678.00,3358198.00,44769015.00,6684563.00,37246170.00,17985363.00,6559066.00,4326660.00,3970597.00,4404484.00,838282.00,44769015.00,22456476.00,6095270.00,15887691.00,329578.00,44769015.00,18466179.00,26302836.00,12064048.00,14238788.00,
2008.00,Sep,111432732.00,78469676.00,46855208.00,44914982.00,1940226.00,31614468.00,5085882.00,26528586.00,44914982.00,44914982.00,29564882.00,2144431.00,10385134.00,2820535.00,0.00,44914982.00,6064373.00,6064373.00,11190936.00,7511626.00,3679310.00,27316791.00,8900870.00,5005189.00,2852042.00,6102294.00,4456396.00,342882.00,44914982.00,5461740.00,8888648.00,10789467.00,7563205.00,5276668.00,3597702.00,3337552.00,44914982.00,6064373.00,37986200.00,18287044.00,6940928.00,4476347.00,3861568.00,4420313.00,864409.00,44914982.00,22729347.00,6445434.00,15402009.00,338192.00,44914982.00,19023763.00,25891219.00,12197251.00,13693968.00,
2008.00,Oct,111829009.00,77862361.00,46274208.00,44343747.00,1930461.00,31588153.00,4989119.00,26599034.00,44343747.00,44343747.00,29195161.00,1962220.00,10353364.00,2833002.00,0.00,44343747.00,6154878.00,6154878.00,11187495.00,7523195.00,3664300.00,26663607.00,8876112.00,4964195.00,2629466.00,5710997.00,4482837.00,337767.00,44343747.00,5428048.00,8639412.00,10622154.00,7668329.00,4960949.00,3725468.00,3299387.00,44343747.00,6154878.00,37238357.00,18396376.00,6765013.00,4301725.00,3586990.00,4188253.00,950512.00,44343747.00,22085206.00,6046762.00,15876554.00,335225.00,44343747.00,18323037.00,26020710.00,12480177.00,13540533.00,
2008.00,Nov,111827065.00,78685432.00,47027541.00,44994571.00,2032970.00,31657891.00,5749681.00,25908210.00,44994571.00,44994571.00,31067730.00,1750417.00,9261809.00,2914615.00,0.00,44994571.00,6559024.00,6559024.00,10959651.00,7373969.00,3585682.00,27126968.00,8593162.00,5171399.00,2515367.00,6079893.00,4767147.00,348928.00,44994571.00,5535934.00,9522378.00,10238571.00,7476754.00,4700971.00,3808795.00,3711168.00,44994571.00,6559024.00,37343437.00,17483821.00,7020296.00,4191841.00,3839524.00,4807955.00,1092110.00,44994571.00,22609687.00,6549944.00,15482595.00,352345.00,44994571.00,18353602.00,26640969.00,11733375.00,14907594.00,
2008.00,Dic,111829147.00,78874034.00,46498113.00,44626655.00,1871458.00,32375921.00,5519868.00,26856053.00,44626655.00,44626655.00,30619467.00,1673346.00,9214608.00,3119234.00,0.00,44626655.00,6584047.00,6584047.00,10818402.00,7145186.00,3673216.00,26868118.00,8646898.00,5056038.00,2678826.00,6085062.00,4401294.00,356088.00,44626655.00,5218227.00,8616083.00,10415188.00,7388690.00,4876362.00,4182088.00,3930017.00,44626655.00,6584047.00,37089060.00,17545080.00,6730878.00,4524282.00,3789969.00,4498851.00,953548.00,44626655.00,21989766.00,6469475.00,15820617.00,346797.00,44626655.00,18385544.00,26241111.00,12058525.00,14182586.00,
2009.00,Ene,112218803.00,78830557.00,46857470.00,44510360.00,2347110.00,31973087.00,5722760.00,26250327.00,44510360.00,44510360.00,29497727.00,1989256.00,10228487.00,2794890.00,0.00,44510360.00,6141876.00,6141876.00,11104396.00,7508109.00,3596287.00,26980714.00,8873232.00,5163190.00,2567363.00,5891080.00,4485849.00,283374.00,44510360.00,5792285.00,10338469.00,9084521.00,7827063.00,4546205.00,3605344.00,3316473.00,44510360.00,6141876.00,37551117.00,18634288.00,6677421.00,4306659.00,3639464.00,4293285.00,817367.00,44510360.00,22271784.00,6239208.00,15715375.00,283993.00,44510360.00,18173014.00,26337346.00,12460268.00,13877078.00,
2010.00,Feb,112215958.00,79391942.00,47037143.00,44573256.00,2463887.00,32354799.00,5916628.00,26438171.00,44573256.00,44573256.00,29845588.00,1875823.00,10181477.00,2670368.00,0.00,44573256.00,6053788.00,6053788.00,10749487.00,7181382.00,3568105.00,27435425.00,8756297.00,5244278.00,2681602.00,5985893.00,4767355.00,334556.00,44573256.00,5745709.00,10470225.00,9299208.00,7563857.00,4462697.00,3425493.00,3606067.00,44573256.00,6053788.00,37581401.00,18165288.00,6562921.00,4387369.00,3720271.00,4745552.00,938067.00,44573256.00,22069380.00,6343034.00,15825754.00,335088.00,44573256.00,18073460.00,26499796.00,12478486.00,14021310.00,
2011.00,Mar,112218276.00,79548265.00,46672768.00,44495540.00,2177228.00,32875497.00,5496429.00,27379068.00,44495540.00,44495540.00,29643107.00,2027119.00,10231598.00,2593716.00,0.00,44495540.00,5790309.00,5790309.00,10946344.00,7159338.00,3787006.00,27436435.00,8756117.00,5242937.00,2783983.00,6210620.00,4442778.00,322452.00,44495540.00,5658564.00,10361782.00,8993769.00,8025542.00,4711730.00,3276765.00,3467388.00,44495540.00,5790309.00,37790738.00,18400406.00,6592353.00,4460164.00,3775087.00,4562728.00,914493.00,44495540.00,21784831.00,6612724.00,15779441.00,318544.00,44495540.00,18398469.00,26097071.00,12731948.00,13365123.00,
2012.00,Abr,112600059.00,79488168.00,46762979.00,44398944.00,2364035.00,32725189.00,6169141.00,26556048.00,44398944.00,44398944.00,29180490.00,1974196.00,10414911.00,2829347.00,0.00,44398944.00,5985474.00,5985474.00,10857240.00,7262129.00,3595111.00,27223916.00,8923330.00,5064427.00,2658702.00,6053371.00,4524086.00,332314.00,44398944.00,5752405.00,10161658.00,8752361.00,7855697.00,4706606.00,3647020.00,3523197.00,44398944.00,5985474.00,37525765.00,18719561.00,6624523.00,4265273.00,3443905.00,4472503.00,887705.00,44398944.00,21733703.00,6410409.00,15909977.00,344855.00,44398944.00,17946331.00,26452613.00,12577385.00,13875228.00,
2013.00,May,112599853.00,79904158.00,47649414.00,45156533.00,2492881.00,32254744.00,5763508.00,26491236.00,45156533.00,45156533.00,29879060.00,2026949.00,10493857.00,2756667.00,0.00,45156533.00,6319732.00,6319732.00,10894461.00,7190257.00,3704204.00,27609280.00,8755644.00,5236043.00,2728544.00,6036225.00,4852824.00,333060.00,45156533.00,6280193.00,10219392.00,9023361.00,7734114.00,4573439.00,3656829.00,3669205.00,45156533.00,6319732.00,37780374.00,18376180.00,6747843.00,4246401.00,3678942.00,4731008.00,1056427.00,45156533.00,22120966.00,6473579.00,16235626.00,326362.00,45156533.00,18030626.00,27125907.00,12647585.00,14478322.00,
2014.00,Jun,112601361.00,79918223.00,47524392.00,45159751.00,2364641.00,32393831.00,5940121.00,26453710.00,45159751.00,45159751.00,29340204.00,2040292.00,10753340.00,3025915.00,0.00,45159751.00,6433850.00,6433850.00,10630596.00,6878441.00,3752155.00,27809467.00,8878639.00,5243541.00,2830848.00,6279950.00,4576489.00,285838.00,45159751.00,5892357.00,9822948.00,8785313.00,8047464.00,4729603.00,4024978.00,3857088.00,45159751.00,6433850.00,37699144.00,18384459.00,6719796.00,4322049.00,3718278.00,4554562.00,1026757.00,45159751.00,21712232.00,6707280.00,16458344.00,281895.00,45159751.00,17966647.00,27193104.00,12882916.00,14310188.00,
2015.00,Jul,112979163.00,79982963.00,48040501.00,45243805.00,2796696.00,31942462.00,5732888.00,26209574.00,45243805.00,45243805.00,29160282.00,2024862.00,10809687.00,3248974.00,0.00,45243805.00,6750356.00,6750356.00,10773229.00,7145109.00,3628120.00,27397613.00,8710771.00,5088625.00,2763843.00,5937175.00,4897199.00,322607.00,45243805.00,5950347.00,9918872.00,9175443.00,7737546.00,4330715.00,4241817.00,3889065.00,45243805.00,6750356.00,37512461.00,18752783.00,6738353.00,4119153.00,3327070.00,4575102.00,980988.00,45243805.00,22109724.00,6308012.00,16522554.00,303515.00,45243805.00,17787453.00,27456352.00,12697068.00,14759284.00,
2016.00,Ago,112982122.00,80562450.00,49079922.00,46063615.00,3016307.00,31482528.00,5678392.00,25804136.00,46063615.00,46063615.00,29856765.00,1994462.00,11206555.00,3005833.00,0.00,46063615.00,6569459.00,6569459.00,10872288.00,7346561.00,3525727.00,28327523.00,9180900.00,5285340.00,2898190.00,6030524.00,4932569.00,294345.00,46063615.00,6397214.00,10330805.00,9142392.00,8000397.00,4480913.00,3917012.00,3794882.00,46063615.00,6569459.00,38578010.00,18827008.00,6752561.00,4410145.00,3776625.00,4811671.00,916146.00,46063615.00,22457607.00,6375173.00,16923477.00,307358.00,46063615.00,18434633.00,27628982.00,12879349.00,14749633.00,
2017.00,Sep,112979370.00,80194512.00,48690043.00,45564234.00,3125809.00,31504469.00,5252734.00,26251735.00,45564234.00,45564234.00,29232084.00,1988770.00,11182084.00,3161296.00,0.00,45564234.00,6503449.00,6503449.00,10622242.00,7079584.00,3542658.00,28187603.00,9048274.00,5272944.00,2895071.00,6315073.00,4656241.00,250940.00,45564234.00,6415924.00,10416314.00,8835119.00,7853507.00,4416429.00,4045795.00,3581146.00,45564234.00,6503449.00,38104812.00,19119840.00,6781059.00,4100921.00,3550112.00,4552880.00,955973.00,45564234.00,21733935.00,6630753.00,16950626.00,248920.00,45564234.00,18245189.00,27319045.00,13161750.00,14157295.00,
2018.00,Oct,113343880.00,80445906.00,48975482.00,46198564.00,2776918.00,31470424.00,6073829.00,25396595.00,46198564.00,46198564.00,29769264.00,2096441.00,11058547.00,3274312.00,0.00,46198564.00,6847029.00,6847029.00,10858621.00,7292310.00,3566311.00,28157491.00,9281046.00,5369407.00,2674899.00,5847527.00,4984612.00,335423.00,46198564.00,6457833.00,10574590.00,9178414.00,7758074.00,4061161.00,4231229.00,3937263.00,46198564.00,6847029.00,38330826.00,19305664.00,6691540.00,4199594.00,3419809.00,4714219.00,1020709.00,46198564.00,22386725.00,6244242.00,17228940.00,338657.00,46198564.00,17964929.00,28233635.00,13165171.00,15068464.00,
2019.00,Nov,113344352.00,80764742.00,48955731.00,46454577.00,2501154.00,31809011.00,5894968.00,25914043.00,46454577.00,46454577.00,30301304.00,2114828.00,10931878.00,3106567.00,0.00,46454577.00,6882197.00,6882197.00,10940373.00,7536101.00,3404272.00,28285750.00,9204787.00,5447123.00,2826976.00,5966749.00,4840115.00,346257.00,46454577.00,6601964.00,10712586.00,9367796.00,7788580.00,4127085.00,3940866.00,3915700.00,46454577.00,6882197.00,38594770.00,18987085.00,6929365.00,4381637.00,3719236.00,4577447.00,977610.00,46454577.00,23161545.00,6341957.00,16606283.00,344792.00,46454577.00,18541789.00,27912788.00,12879770.00,15033018.00,
2020.00,Dic,113345273.00,80593354.00,48308904.00,46024280.00,2284624.00,32284450.00,6062342.00,26222108.00,46024280.00,46024280.00,29881273.00,2054056.00,10807969.00,3280982.00,0.00,46024280.00,6645484.00,6645484.00,10673504.00,7118188.00,3555316.00,28439458.00,9510566.00,5388230.00,2746840.00,6188425.00,4605397.00,265834.00,46024280.00,5983368.00,10296573.00,9244934.00,7730329.00,4454596.00,4216351.00,4098129.00,46024280.00,6645484.00,38269728.00,18812826.00,7021443.00,4362205.00,3530531.00,4542723.00,1109068.00,46024280.00,22135662.00,6480041.00,17138844.00,269733.00,46024280.00,18394658.00,27629622.00,13291224.00,14338398.00,
2010.00,Ene,113702765.00,80337714.00,47574206.00,44833436.00,2740770.00,32763508.00,5571118.00,27192390.00,44833436.00,44833436.00,29415928.00,2139311.00,10316372.00,2961825.00,0.00,44833436.00,6335890.00,6335890.00,10971327.00,7298459.00,3672868.00,27200896.00,8840432.00,5061580.00,2608689.00,5754714.00,4935481.00,325323.00,44833436.00,6138313.00,10906506.00,9382038.00,7582216.00,3711925.00,3777422.00,3335016.00,44833436.00,6335890.00,37600671.00,18611875.00,6657595.00,4255647.00,3494319.00,4581235.00,896875.00,44833436.00,21884711.00,6182325.00,16458200.00,308200.00,44833436.00,17739015.00,27094421.00,12760359.00,14334062.00,
2010.00,Feb,113701769.00,81162504.00,48015299.00,45479662.00,2535637.00,33147205.00,5975570.00,27171635.00,45479662.00,45479662.00,30190498.00,2096177.00,10553612.00,2639375.00,0.00,45479662.00,6302732.00,6302732.00,10999429.00,7543276.00,3456153.00,27875799.00,8927040.00,5330283.00,2722172.00,5935722.00,4960582.00,301702.00,45479662.00,6405431.00,10836450.00,9757145.00,7659553.00,3763642.00,3368058.00,3689383.00,45479662.00,6302732.00,38212881.00,18676164.00,6707666.00,4449514.00,3805971.00,4573566.00,964049.00,45479662.00,22686252.00,6228605.00,16266634.00,298171.00,45479662.00,18362361.00,27117301.00,12764113.00,14353188.00,
2010.00,Mar,113702248.00,80990709.00,48384357.00,46089007.00,2295350.00,32606352.00,5589523.00,27016829.00,46089007.00,46089007.00,30313383.00,2125380.00,10718055.00,2932189.00,0.00,46089007.00,6063103.00,6063103.00,11215139.00,7436308.00,3778831.00,28545982.00,9175176.00,5316233.00,2836315.00,6390839.00,4827419.00,264783.00,46089007.00,6103753.00,10980674.00,9727796.00,7621201.00,4283080.00,3602466.00,3770037.00,46089007.00,6063103.00,39112802.00,19356064.00,6953392.00,4400129.00,3721603.00,4681614.00,913102.00,46089007.00,22576375.00,6671285.00,16565764.00,275583.00,46089007.00,18591138.00,27497869.00,13278437.00,14219432.00,
2010.00,Abr,114050418.00,80731559.00,48443519.00,45853076.00,2590443.00,32288040.00,5886469.00,26401571.00,45853076.00,45853076.00,29921613.00,2211886.00,10727826.00,2991751.00,0.00,45853076.00,6294607.00,6294607.00,11152564.00,7349388.00,3803176.00,28065600.00,9116845.00,5369899.00,2750011.00,5856309.00,4972536.00,340305.00,45853076.00,6626597.00,10957287.00,9427952.00,7349723.00,3872956.00,3866266.00,3752295.00,45853076.00,6294607.00,38651599.00,19412579.00,6798274.00,4222661.00,3492247.00,4725838.00,906870.00,45853076.00,22212301.00,6211680.00,17100159.00,328936.00,45853076.00,17873964.00,27979112.00,13349602.00,14629510.00,
2010.00,May,114049817.00,81538479.00,49308336.00,46845152.00,2463184.00,32230143.00,5899155.00,26330988.00,46845152.00,46845152.00,30486992.00,2216745.00,11047981.00,3093434.00,0.00,46845152.00,6765788.00,6765788.00,11085739.00,7471542.00,3614197.00,28703401.00,9337448.00,5208662.00,3014997.00,6123271.00,5019023.00,290224.00,46845152.00,6523209.00,11105069.00,9833877.00,7823279.00,3964652.00,3884721.00,3710345.00,46845152.00,6765788.00,39113791.00,19360328.00,7138045.00,4369010.00,3636052.00,4610356.00,965573.00,46845152.00,22906191.00,6470749.00,17163452.00,304760.00,46845152.00,18659293.00,28185859.00,13411149.00,14774710.00,
2010.00,Jun,114051178.00,81494046.00,49127618.00,46709732.00,2417886.00,32366428.00,5398489.00,26967939.00,46709732.00,46709732.00,30391982.00,2174194.00,10940642.00,3202914.00,0.00,46709732.00,6781807.00,6781807.00,10845862.00,7219789.00,3626073.00,28829242.00,9278288.00,5302179.00,2888438.00,6530967.00,4829370.00,252821.00,46709732.00,6031443.00,10627571.00,9661357.00,8051398.00,4157335.00,4166410.00,4014218.00,46709732.00,6781807.00,38895708.00,19122760.00,7097267.00,4241877.00,3737925.00,4695879.00,1032217.00,46709732.00,22361110.00,6817684.00,17278057.00,252881.00,46709732.00,18865450.00,27844282.00,13294487.00,14549795.00,
2010.00,Jul,114403418.00,81017032.00,48782809.00,46058207.00,2724602.00,32234223.00,5361629.00,26872594.00,46058207.00,46058207.00,29805140.00,2231713.00,10630662.00,3390692.00,0.00,46058207.00,6913864.00,6913864.00,11099897.00,7355167.00,3744730.00,27732772.00,9075484.00,5140534.00,2905784.00,5839093.00,4771877.00,311674.00,46058207.00,6032987.00,10340717.00,9630182.00,7882512.00,3905430.00,4471584.00,3794795.00,46058207.00,6913864.00,38115404.00,18973532.00,6932837.00,4162633.00,3455857.00,4590545.00,1028939.00,46058207.00,22631927.00,6143584.00,16966180.00,316516.00,46058207.00,18248926.00,27809281.00,12827742.00,14981539.00,
2010.00,Ago,114404782.00,81952121.00,49444786.00,46766962.00,2677824.00,32507335.00,5634180.00,26873155.00,46766962.00,46766962.00,30442907.00,2312697.00,10829694.00,3181664.00,0.00,46766962.00,6857488.00,6857488.00,11458235.00,7825918.00,3632317.00,28140059.00,9240387.00,5069526.00,2872043.00,6065959.00,4892144.00,311180.00,46766962.00,6199188.00,10730278.00,10023321.00,7580659.00,4155159.00,4146198.00,3932159.00,46766962.00,6857488.00,38866481.00,19224975.00,6736965.00,4361629.00,3884017.00,4658895.00,1042993.00,46766962.00,23247882.00,6368254.00,16855638.00,295188.00,46766962.00,19114552.00,27652410.00,12828684.00,14823726.00,
2010.00,Sep,114404338.00,81769573.00,48744235.00,45986482.00,2757753.00,33025338.00,5823876.00,27201462.00,45986482.00,45986482.00,30183617.00,2095939.00,10693744.00,3013182.00,0.00,45986482.00,6220782.00,6220782.00,10733712.00,7308336.00,3425376.00,28754828.00,9202326.00,5355840.00,2928715.00,6510118.00,4757829.00,277160.00,45986482.00,6229509.00,10489102.00,9679350.00,7731700.00,4022033.00,3861596.00,3973192.00,45986482.00,6220782.00,38805921.00,19165375.00,7020737.00,4258588.00,3633879.00,4727342.00,959779.00,45986482.00,22448608.00,6656439.00,16608399.00,273036.00,45986482.00,18667647.00,27318835.00,12956824.00,14362011.00,
